Date,High,Low,Open,Close,Volume,Adj Close
2015-09-24,196.27999877929688,192.8000030517578,195.8000030517578,194.0,1388674.0,181.763427734375
2015-09-25,194.89999389648438,189.5,193.99000549316406,193.4600067138672,2445597.0,181.2574920654297
2015-09-28,192.3000030517578,189.22999572753906,191.47999572753906,191.3800048828125,1234110.0,179.3086700439453
2015-09-29,191.3699951171875,188.3000030517578,189.5500030517578,190.1699981689453,1840982.0,178.1750030517578
2015-09-30,191.47999572753906,190.1699981689453,190.22999572753906,190.30999755859375,1163463.0,178.30616760253906
2015-10-08,201.5800018310547,197.0,198.77999877929688,197.52000427246094,3439179.0,185.06141662597656
2015-10-09,198.89999389648438,196.5,198.77999877929688,196.9499969482422,1572174.0,184.52734375
2015-10-12,204.49000549316406,197.85000610351562,199.0,198.08999633789062,4903000.0,185.595458984375
2015-10-13,200.08999633789062,198.08999633789062,198.08999633789062,198.74000549316406,1575113.0,186.2044677734375
2015-10-14,199.5,197.00999450683594,198.97999572753906,197.8300018310547,1521339.0,185.35186767578125
2015-10-15,200.3699951171875,197.55999755859375,198.16000366210938,199.99000549316406,1655013.0,187.37559509277344
2015-10-16,202.39999389648438,199.41000366210938,201.22000122070312,200.74000549316406,1923843.0,188.0783233642578
2015-10-19,204.94000244140625,201.89999389648438,204.94000244140625,202.72000122070312,2612145.0,189.9333953857422
2015-10-20,202.8800048828125,201.17999267578125,202.02000427246094,201.97000122070312,1478429.0,189.23072814941406
2015-10-21,202.5500030517578,197.00999450683594,202.0800018310547,200.30999755859375,2234914.0,187.6754150390625
2015-10-22,202.72999572753906,199.42999267578125,200.24000549316406,202.52999877929688,2372030.0,189.75538635253906
2015-10-23,217.60000610351562,205.5500030517578,205.8000030517578,210.97999572753906,5627734.0,197.6724090576172
2015-10-26,218.3000030517578,208.0,212.0,217.72999572753906,4334626.0,203.9966583251953
2015-10-27,217.67999267578125,212.5800018310547,217.10000610351562,215.25,2257279.0,201.67308044433594
2015-10-28,214.99000549316406,211.89999389648438,214.99000549316406,212.44000244140625,1655922.0,199.0403289794922
2015-10-29,214.7899932861328,212.0,212.0,213.0,1345435.0,199.56500244140625
2015-10-30,215.8000030517578,212.1199951171875,212.9499969482422,213.86000061035156,1225791.0,200.37075805664062
2015-11-02,215.86000061035156,212.5,214.60000610351562,212.55999755859375,1529820.0,199.1527557373047
2015-11-03,215.75999450683594,208.39999389648438,212.9199981689453,209.7100067138672,2317329.0,196.48251342773438
2015-11-04,216.0,210.11000061035156,210.5800018310547,214.97999572753906,3080972.0,201.4201202392578
2015-11-05,223.27999877929688,213.5,214.60000610351562,216.55999755859375,4998258.0,202.90045166015625
2015-11-06,218.60000610351562,215.55999755859375,217.35000610351562,218.4199981689453,2169571.0,204.64312744140625
2015-11-09,224.66000366210938,219.0,222.0,220.8300018310547,4052729.0,206.90113830566406
2015-11-10,224.1199951171875,219.16000366210938,220.0,222.3800048828125,2872976.0,208.3533477783203
2015-11-11,223.0,218.60000610351562,222.00999450683594,220.14999389648438,2381550.0,206.26400756835938
2015-11-12,223.0,219.3800048828125,220.22999572753906,220.00999450683594,1618085.0,206.13284301757812
2015-11-13,219.5,214.8300018310547,218.10000610351562,215.11000061035156,2839718.0,201.5419158935547
2015-11-16,216.5,212.0,212.5,213.77999877929688,2391670.0,200.29580688476562
2015-11-17,217.5,213.13999938964844,214.72000122070312,214.36000061035156,2198635.0,200.83921813964844
2015-11-18,216.0,213.58999633789062,213.58999633789062,214.66000366210938,1972554.0,201.1202850341797
2015-11-19,216.0,213.89999389648438,214.0,215.02999877929688,1526276.0,201.46697998046875
2015-11-20,215.77999877929688,213.10000610351562,215.13999938964844,213.72000122070312,2227423.0,200.23959350585938
2015-11-23,213.83999633789062,212.50999450683594,213.0,212.6199951171875,2099473.0,199.20896911621094
2015-11-24,213.27999877929688,210.0,212.38999938964844,211.69000244140625,2046902.0,198.33763122558594
2015-11-25,213.0,210.39999389648438,211.6999969482422,212.97999572753906,2424981.0,199.54624938964844
2015-11-26,213.7899932861328,211.8300018310547,213.49000549316406,212.83999633789062,1880453.0,199.41510009765625
2015-11-27,212.5399932861328,206.6300048828125,212.49000549316406,207.74000549316406,1622072.0,194.63677978515625
2015-11-30,214.77999877929688,207.7899932861328,208.0399932861328,214.30999755859375,3344003.0,200.7923583984375
2015-12-01,213.9499969482422,211.0,213.0,213.8000030517578,1887754.0,200.31455993652344
2015-12-02,227.0,212.0,214.47999572753906,221.5800018310547,4789145.0,207.60382080078125
2015-12-03,221.39999389648438,216.6999969482422,219.0,220.1999969482422,2238683.0,206.31085205078125
2015-12-04,219.9600067138672,215.00999450683594,219.9600067138672,215.30999755859375,2084871.0,201.72927856445312
2015-12-07,216.97999572753906,213.1999969482422,215.0,214.50999450683594,1925509.0,200.97976684570312
2015-12-08,214.5500030517578,211.4600067138672,214.5500030517578,211.94000244140625,1739368.0,198.57186889648438
2015-12-09,215.0500030517578,211.5,211.5800018310547,214.47000122070312,1411977.0,200.94227600097656
2015-12-10,216.1999969482422,211.99000549316406,215.0,212.9600067138672,1378671.0,199.52752685546875
2015-12-11,212.5,210.5,212.5,211.41000366210938,1303548.0,198.07528686523438
2015-12-14,214.8800048828125,209.0,210.19000244140625,214.10000610351562,2070134.0,200.5956268310547
2015-12-15,214.58999633789062,212.0800018310547,213.8000030517578,214.50999450683594,1508839.0,200.97976684570312
2015-12-16,214.63999938964844,212.58999633789062,214.41000366210938,213.91000366210938,2014480.0,200.41761779785156
2015-12-17,216.8800048828125,214.0,214.38999938964844,215.86000061035156,2425321.0,202.24461364746094
2015-12-18,219.14999389648438,215.11000061035156,215.5,216.8800048828125,2846020.0,203.2002716064453
2015-12-21,229.17999267578125,218.0,218.0,227.02999877929688,5939189.0,212.71006774902344
2015-12-22,226.8000030517578,223.27999877929688,226.8000030517578,225.02999877929688,2840245.0,210.83619689941406
2015-12-23,226.69000244140625,222.6999969482422,225.4499969482422,223.0,2237497.0,208.9342498779297
